x,y,reported_error,digitization_error
0.428904,0.981119,0.00865385,0.00157343
0.437063,0.981119,0.00865385,0.00157343
0.446387,0.981119,0.00865385,0.00157343
0.455711,0.981119,0.00865385,0.00157343
0.465035,0.981119,0.00865385,0.00157343
0.474359,0.981119,0.00865385,0.00157343
0.483683,0.981119,0.00865385,0.00157343
0.493007,0.981119,0.00865385,0.00157343
0.501166,0.981119,0.00865385,0.00157343
0.848485,0.883829,0.00891608,0.00157343
0.856643,0.883829,0.00891608,0.00157343
0.865967,0.883829,0.00891608,0.00157343
0.875291,0.883829,0.00891608,0.00157343
0.884615,0.883829,0.00891608,0.00157343
0.893939,0.883829,0.00891608,0.00157343
0.903263,0.883829,0.00891608,0.00157343
0.912587,0.883829,0.00891608,0.00157343
0.920746,0.883829,0.00891608,0.00157343
1.60606,0.789948,0.00629371,0.00157343
1.61305,0.789948,0.00655594,0.00157343
1.62238,0.789423,0.00708042,0.00157343
1.6317,0.788899,0.0076049,0.00157343
1.64103,0.788374,0.00786713,0.00157343
1.65035,0.78785,0.00839161,0.00157343
1.65967,0.787587,0.00891608,0.00157343
1.66783,0.787325,0.00891608,0.00157343
1.67716,0.787325,0.00891608,0.00157343
1.68415,0.787325,0.00891608,0.00157343
2.11888,0.677448,0.00865385,0.00157343
2.12471,0.677448,0.00865385,0.00157343
2.13403,0.677448,0.00865385,0.00157343
2.14336,0.677448,0.00865385,0.00157343
2.15268,0.677448,0.00865385,0.00157343
2.162,0.677448,0.00865385,0.00157343
2.17133,0.677448,0.00865385,0.00157343
2.18065,0.677448,0.00865385,0.00157343
2.18998,0.677448,0.00865385,0.00157343
2.1958,0.677448,0.00865385,0.00157343
2.88112,0.587762,0.00865385,0.00157343
2.88928,0.587762,0.00865385,0.00157343
2.8986,0.587762,0.00865385,0.00157343
2.90793,0.587762,0.00865385,0.00157343
2.91725,0.587762,0.00865385,0.00157343
2.92657,0.587762,0.00865385,0.00157343
2.9359,0.587762,0.00865385,0.00157343
2.94522,0.587762,0.00865385,0.00157343
2.95338,0.587762,0.00865385,0.00157343
